"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","A","Y","prop_score"
"2696",23,"C",17,5,66,150,0,0,0,0,0,1,0,0,1,0,1,12,35,7,"J",1,77,"E",11,86,166,21,14,0,0,0,0,80,37,480,50,1,9,9,2,0,7,64,20,0,0,0,0,0,0,0,0,0,0,0,46,35,0,5758.01809337998,0.356288873710003
"2698",39,"C",15,18,65,155,0,1,0,0,0,0,0,0,1,0,0,12,75,17,"F",1,70,"E",16,62,157,37,11,1,0,0,0,77,39,560,69,0,7,9,3,0,6,63,19,0,0,0,0,0,0,0,0,0,0,0,44,41,1,1651.8623676363,0.960209076358265
"2699",24,"C",0,0,67,128,0,0,0,0,0,0,0,0,0,0,1,16,45,8,"I",1,83,"E",11,70,147,22,16,0,0,0,0,70,35,330,59,0,5,8,0,2,3,58,21,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2153.08422106672,0.328053868346183
"2700",21,"C",20,8,68,125,0,0,0,0,0,1,0,1,2,0,1,12,75,7,"J",1,77,"E",17,80,140,23,10,0,0,0,0,78,37,475,70,1,9,10,2,0,6,62,21,0,0,0,0,0,0,0,0,0,0,0,47,41,1,1652.69282716887,0.963749007979424
"2701",23,"C",30,9,66,163,0,0,0,1,0,0,0,0,0,0,0,12,45,8,"J",1,63,"E",14,64,168,24,12,0,0,0,0,87,37,515,58,1,9,9,3,0,7,57,18,0,0,0,0,0,0,0,0,0,0,0,47,41,1,1652.19157023743,0.367009238285759
"2702",30,"C",0,0,63,130,0,0,0,0,0,0,1,0,1,0,0,5,35,10,"F",1,33,"E",16,70,159,44,3,0,0,0,0,80,30,395,91,1,9,9,1,1,10,53,16,0,0,0,0,0,0,0,0,0,1,0,46,38,0,4504.17758916715,0.669335844894147
"2703",31,"C",0,0,63,150,0,0,0,0,0,0,1,0,0,0,0,5,35,15,"F",1,33,"E",16,70,163,45,3,0,0,0,0,83,30,390,53,1,9,9,0,2,6,51,17,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.80349719081,0.177283587458377
"2704",18,"C",0,0,65,106,0,0,0,0,0,0,0,0,1,0,0,11,35,10,"J",1,33,"E",13,60,129,20,9,0,0,0,0,75,33,390,52,0,9,7,2,0,6,63,22,0,0,0,0,0,0,0,0,0,0,0,45,45,1,-621.925741236498,0.460569876234494
"2705",26,"C",0,0,62,117,0,0,0,0,0,0,0,1,3,1,1,12,75,8,"F",1,63,"E",16,70,154,29,12,0,0,0,0,79,38,630,70,1,8,8,0,2,2,54,17,0,0,0,0,0,0,0,0,0,0,0,49,42,1,824.756279617914,0.99891882650687
"2706",32,"C",10,15,66,145,0,0,1,0,0,0,2,0,0,0,1,11,95,10,"I",1,47,"B",13,80,172,36,6,0,1,0,0,78,38,520,98,0,4,9,3,0,15,39,13,0,0,0,0,0,0,2,0,0,0,1,47,41,1,1652.50814801201,0.910958850524819
"2707",19,"D",30,3,62,120,0,0,0,0,0,1,0,1,2,0,0,12,45,7,"J",1,73,"E",13,70,145,22,13,0,0,0,0,82,38,430,46,0,8,9,0,2,2,65,22,0,0,0,0,0,0,0,0,0,0,0,44,39,0,3852.61643998453,0.370542647519178
"2708",18,"C",0,0,59,95,0,0,0,0,0,0,0,0,1,0,0,10,5,15,"N",1,40,"D",11,70,114,22,12,0,0,0,0,83,35,470,43,1,9,10,2,0,7,69,20,0,1,0,0,0,0,0,0,0,0,0,48,41,1,1652.0494153867,0.642895501614927
"2709",29,"C",20,11,62,102,0,1,1,0,0,0,1,0,0,0,0,9,85,22,"J",1,63,"E",14,80,114,35,11,5,0,0,0,76,31,360,53,0,7,8,2,0,1,65,18,0,0,0,0,0,0,0,0,0,0,0,43,41,0,2152.43719869843,0.698047616056372
"2710",21,"C",1,6,66,145,0,0,0,0,0,0,1,0,0,0,1,10,55,7,"J",1,53,"E",13,66,177,25,10,0,0,0,0,77,33,610,65,1,8,9,2,0,5,65,20,0,0,0,0,0,0,0,0,0,0,0,49,41,1,1652.60629752717,0.976443289390007
"2711",21,"C",0,0,69,137,0,0,0,0,0,0,0,1,1,0,0,16,15,7,"L",1,63,"E",13,76,144,23,16,0,0,0,0,78,30,505,51,1,2,9,4,0,8,42,15,0,0,0,3,0,0,0,0,0,0,0,46,36,0,5394.03549190138,0.493096036916959
"2712",22,"C",0,3,69,150,0,0,0,0,0,0,0,0,1,0,1,16,55,20,"J",1,87,"E",16,68,164,27,16,0,0,0,0,80,30,550,55,1,9,10,0,2,1,55,17,0,0,0,0,0,0,0,0,0,0,0,49,41,1,1652.96913809224,0.809671159949579
"2713",25,"C",0.5,6,62,178,0,0,0,1,0,0,3,0,2,0,0,11,65,5,"J",1,70,"B",11,60,187,33,12,1,4,0,1,75,22,400,60,0,8,8,3,0,2,41,12,7,0,0,3,1,0,0,0,0,0,4,46,33,0,6396.62958019756,0.221579776246379
"2714",23,"C",0,2,65,150,0,0,0,0,0,1,1,1,2,0,0,10,25,10,"I",1,47,"E",12,68,174,26,12,0,0,0,0,75,33,460,63,1,8,9,0,2,10,49,16,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2151.89702686366,0.334005513580167
"2715",26,"C",0,0,63,110,0,1,0,0,0,0,0,0,1,0,0,7,45,16,"F",1,37,"E",16,80,129,27,5,0,0,0,0,79,38,385,80,1,9,9,0,3,7,57,18,0,0,0,0,0,0,0,0,0,0,0,50,39,1,3351.59845210419,0.696374965957613
"2716",19,"C",0,0,62,125,0,0,0,0,0,0,0,1,0,0,0,13,45,10,"J",1,40,"A",11,70,143,21,8,0,0,0,0,77,30,420,78,1,6,9,2,0,4,56,16,0,0,0,0,0,0,0,0,0,0,0,49,41,0,2151.51651768427,0.762322535414077
"2717",19,"C",10,2,68,123,0,0,0,0,0,0,0,0,0,0,0,12,25,17,"J",1,47,"E",15,70,135,19,11,0,0,0,0,83,36,390,47,1,8,9,3,0,7,69,21,0,0,0,0,0,0,0,0,0,0,0,46,40,0,3035.65949078275,0.241013919593716
"2718",28,"C",0,0,60,130,0,0,0,0,0,0,0,0,0,0,0,5,25,7,"F",1,23,"E",14,80,145,32,5,0,0,0,0,79,33,360,43,0,9,10,0,3,1,68,19,0,0,0,0,0,0,0,0,0,0,0,44,41,0,2151.81041647266,0.11920913438711
"2719",19,"C",3,5,61,135,0,0,0,0,0,0,0,0,0,0,0,12,55,10,"J",1,33,"E",13,76,165,19,8,0,0,0,0,83,35,480,57,1,9,9,2,0,6,57,16,0,0,0,0,0,0,0,0,0,0,0,47,40,0,3035.41948211826,0.447225599023708
"2720",20,"C",2,4,61,131,0,0,0,0,0,0,0,0,1,0,0,12,45,8,"J",1,30,"E",12,70,155,20,9,0,0,0,0,79,32,600,61,0,2,9,3,0,6,60,19,0,0,0,2,0,0,0,0,0,0,0,46,43,1,174.807047142702,0.988324969398233
"2721",32,"C",0,0,63,112,0,0,0,1,0,0,0,0,0,0,0,17,65,5,"J",1,90,"E",13,66,138,31,18,0,0,0,0,83,35,430,55,0,9,9,0,3,9,57,18,0,0,0,0,0,0,0,0,0,1,0,43,39,1,3351.64754634915,0.888261002838818
"2722",23,"C",0,0,66,125,0,0,0,0,0,0,0,1,0,0,1,8,95,7,"F",1,93,"E",12,78,150,24,15,0,0,0,0,83,36,370,64,1,8,8,0,2,4,63,21,0,0,1,0,0,0,0,0,0,0,0,46,41,0,2152.30115550011,0.83326552229
"2723",29,"C",0,0,64,98,0,0,0,0,0,1,1,0,1,0,0,12,45,15,"C",1,83,"A",13,90,130,35,18,0,1,0,0,83,31,495,70,0,8,9,0,2,5,58,20,0,0,0,0,0,0,0,0,0,0,0,44,41,1,1651.27679841709,0.981266202368978
"2724",16,"C",15,3,62,104,0,1,0,0,0,0,0,1,0,0,0,10,75,10,"J",1,63,"E",13,80,112,17,10,0,0,0,0,73,31,360,53,1,6,9,4,0,9,45,14,0,0,0,0,0,0,0,0,0,0,0,45,37,0,4991.34928655697,0.525312163453782
"2725",20,"C",10,8,62,122,0,0,0,0,0,1,1,0,0,0,1,14,65,20,"J",1,90,"E",11,76,124,20,14,0,0,0,0,80,35,400,46,0,8,9,2,0,0,64,20,0,0,0,0,0,0,0,0,0,0,0,48,41,0,2152.68632508047,0.64576834077105
"2726",36,"C",0,9,63,134,1,0,0,0,0,0,2,0,1,0,1,8,75,8,"J",1,63,"E",15,62,157,49,10,0,0,0,0,80,29,480,72,1,9,10,3,0,6,57,18,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1651.56824593464,0.966796621669951
"2727",30,"C",0,13,60,135,0,0,0,0,0,3,0,2,1,1,0,12,65,20,"J",1,47,"E",12,90,162,29,10,0,0,0,0,81,37,380,60,1,8,8,2,0,7,69,21,0,0,0,0,0,0,0,0,0,0,0,45,42,1,824.416094660977,0.573794536008072
"2728",28,"C",10,8,60,122,0,0,0,0,0,1,0,0,0,0,0,5,65,8,"F",1,33,"E",14,64,139,32,5,0,1,0,0,80,36,595,98,1,6,9,0,2,11,58,18,0,0,0,0,0,0,0,0,0,1,0,47,41,1,1652.56941097178,0.999735621512107
"2729",17,"C",2,2,61,108,0,0,0,0,0,0,0,0,0,0,0,9,45,15,"J",1,50,"E",15,56,135,20,9,0,0,0,0,80,33,530,52,1,7,9,0,2,5,61,20,0,0,0,0,0,0,0,0,0,0,0,44,42,1,824.591416605268,0.767501227631476
"2730",22,"C",0,3,68,169,0,0,0,1,0,0,0,1,0,0,0,14,5,7,"I",1,60,"E",10,70,178,23,15,0,0,0,0,77,31,425,53,0,6,9,0,3,2,59,19,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3851.50241587134,0.160323613922226
"2731",22,"C",20,5,65,150,0,0,0,0,0,0,0,0,1,0,1,12,95,5,"J",1,70,"E",10,86,180,22,12,0,0,0,0,76,37,340,41,0,8,9,2,0,2,60,19,0,0,0,0,0,0,0,0,0,0,0,45,40,0,3035.64581495733,0.0907540624795562
"2732",22,"C",0,0,58,90,0,0,0,0,0,0,0,0,1,0,1,12,45,20,"M",1,83,"A",16,68,120,30,18,0,0,0,0,78,34,560,58,1,8,9,1,2,13,48,16,0,0,0,0,0,0,0,0,0,0,0,46,46,1,-993.425511646679,0.959376253061187
"2733",19,"C",0,0,59,120,0,0,0,0,0,0,0,0,0,0,0,8,55,10,"J",1,53,"E",15,78,143,21,11,0,0,0,1,77,32,555,53,1,8,9,2,0,7,63,21,0,0,0,0,0,0,0,0,0,0,0,46,42,1,824.212057237109,0.866042993391592
"2734",25,"C",20,5,65,110,0,0,0,0,0,0,2,2,1,0,0,12,55,13,"J",1,73,"E",14,68,134,25,12,0,0,0,0,81,38,400,47,0,9,9,3,0,0,57,18,0,0,0,0,0,0,0,0,0,0,0,44,42,0,1323.9042464146,0.311854120984036
"2735",43,"C",0,0,59,125,0,0,0,0,0,0,3,0,0,0,1,11,45,5,"J",1,43,"E",14,80,142,38,8,1,0,0,0,76,30,395,55,1,5,9,3,0,4,71,22,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1652.0730513884,0.443181172530452
"2736",20,"C",0,0,58,104,0,0,0,0,0,0,0,0,1,0,0,12,55,8,"F",1,63,"E",11,78,122,20,12,0,0,0,0,81,40,420,55,1,8,9,3,0,5,55,18,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1652.56117737549,0.760949234653875
"2737",20,"C",0,0,63,120,0,0,0,0,0,1,0,0,0,0,0,12,45,10,"J",1,67,"E",12,80,136,21,16,0,0,0,0,82,38,430,54,1,9,9,0,2,5,60,20,0,0,0,0,0,0,0,0,0,0,0,47,37,0,4990.00570094088,0.654140115346164
"2738",18,"C",0,2,68,150,0,0,1,1,0,0,0,0,0,0,0,10,35,10,"J",1,57,"E",10,70,168,20,12,0,0,0,0,79,38,540,79,1,9,9,2,0,3,57,18,0,0,0,0,0,0,0,0,0,0,0,46,40,1,2534.73999686412,0.911364670296467
"2739",20,"C",0,0,65,129,0,0,0,0,0,0,0,0,0,0,1,12,65,5,"I",1,60,"B",11,70,160,21,12,0,0,0,0,82,39,430,73,1,7,9,2,0,10,54,17,4,0,0,0,0,0,0,0,0,0,0,47,41,1,1652.54117805331,0.883501761110176
"2740",21,"C",0,3,64,136,2,0,0,0,0,0,0,1,0,0,1,11,85,10,"J",1,50,"E",13,74,147,22,9,0,0,0,0,75,27,290,55,0,10,10,2,0,11,58,19,0,0,0,0,0,0,0,0,0,0,0,45,37,1,4490.39976865866,0.368596225124897
"2741",27,"C",60,11,62,127,0,0,0,0,0,0,0,1,0,0,0,12,55,10,"J",1,73,"E",10,72,157,28,12,0,0,0,0,82,41,530,55,0,8,9,2,0,9,70,22,0,0,0,0,0,0,0,0,0,0,0,44,41,1,1652.25003670255,0.645338639883676
"2742",24,"C",0,0,63,118,0,1,0,0,0,0,1,1,0,0,0,12,45,12,"J",1,63,"E",15,78,142,22,12,0,0,0,0,78,37,560,83,1,9,9,0,2,3,55,18,0,0,0,0,0,0,0,0,0,0,0,44,34,1,5604.10251007113,0.984517519076056
"2743",39,"C",0,0,63,142,0,0,0,0,0,0,1,0,0,0,0,12,45,13,"L",1,43,"B",11,70,154,40,10,0,1,0,0,81,39,315,59,1,8,9,2,0,3,57,20,0,0,0,0,0,0,0,0,0,0,0,46,39,0,3852.65160029378,0.157770311886132
"2744",30,"C",10,14,64,125,0,0,0,0,0,0,0,0,2,0,1,10,55,4,"J",1,73,"E",11,60,149,29,12,0,0,0,0,80,33,565,78,1,9,10,2,0,3,60,20,0,0,0,0,0,0,0,0,0,0,0,46,41,1,1652.12531101226,0.977231742915116
"2745",39,"C",0,14,63,123,0,0,0,0,0,0,2,0,0,0,0,8,45,15,"J",1,30,"E",13,64,142,41,7,0,2,1,0,80,27,390,42,0,9,10,2,3,11,50,14,0,0,0,0,0,0,2,0,0,0,1,45,36,0,5394.39418183388,0.0639457515290999
"2746",22,"C",0.5,5,63,98,0,0,0,0,0,0,0,1,2,0,0,11,55,10,"L",1,53,"E",10,60,123,24,9,0,0,0,0,91,37,480,55,1,8,9,2,0,7,58,18,1,0,0,0,0,0,0,0,0,0,0,48,40,1,2535.16889980948,0.891009080412698
"2747",21,"C",0,5,63,120,0,0,0,0,0,0,0,0,0,0,1,12,95,7,"J",1,83,"E",12,80,137,24,12,0,0,0,0,84,39,520,63,0,9,10,2,0,5,59,18,0,0,0,0,0,0,0,0,0,0,0,46,42,1,823.699168504824,0.992982199089569
"2748",26,"C",20,10,67,149,0,0,0,6,0,0,0,0,0,0,0,9,55,13,"J",1,63,"E",13,70,164,30,12,1,0,0,0,71,28,620,62,0,5,6,2,0,14,67,21,0,0,0,1,0,0,0,0,0,0,0,46,38,1,4003.8804448824,0.951358192471334
"2749",19,"C",23,4,61,115,0,0,0,0,0,1,0,0,0,0,0,12,75,6,"J",1,53,"E",13,60,139,24,9,0,0,0,0,82,35,360,44,0,8,9,2,0,6,45,15,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2152.3789986352,0.266064711119789
"2750",23,"C",0,2,62,95,0,0,0,0,0,0,0,0,1,0,0,9,45,7,"F",1,70,"E",11,45,126,24,12,0,0,0,0,78,32,475,47,1,8,9,2,0,3,60,20,0,0,0,0,0,0,0,0,0,0,0,47,40,1,2535.51693704725,0.77332772212186
"2751",22,"C",0,0,65,125,0,0,0,0,0,0,0,1,0,0,1,16,95,5,"G",1,93,"E",13,60,154,25,18,0,0,0,0,82,34,605,70,1,6,9,0,2,1,60,19,0,0,0,0,1,0,0,0,0,0,0,47,49,1,-1923.51047783035,0.999954955343104
"2752",24,"C",0,0,67,140,0,0,0,0,0,0,0,0,0,0,1,14,85,10,"A",1,93,"E",13,88,141,23,18,0,0,0,0,85,41,485,86,1,9,10,0,2,7,58,19,0,0,0,0,0,0,0,0,0,0,0,48,42,1,824.956052698371,0.99629697607192
"2753",27,"C",0,5,66,130,0,0,0,0,0,0,0,1,0,0,1,13,105,10,"F",1,93,"E",14,70,155,27,18,0,0,0,0,82,39,550,53,1,8,9,0,2,14,66,20,0,0,0,0,0,0,0,0,0,0,0,48,43,1,174.283727135098,0.995310213203616
"2754",20,"C",0,0,59,100,0,0,2,0,0,0,0,0,0,0,1,12,95,5,"J",1,70,"B",13,70,120,20,12,0,0,0,0,82,35,510,41,1,5,9,2,0,2,59,20,0,0,0,1,0,0,0,0,0,0,1,45,39,1,3352.76042383372,0.967309560486339
"2755",19,"C",0,1,66,152,0,0,0,0,0,1,0,3,1,0,1,12,75,5,"J",1,60,"E",11,80,168,24,11,0,0,0,0,82,33,480,65,1,6,7,2,0,2,68,22,5,0,0,3,0,0,0,0,0,0,0,47,42,1,823.720864113284,0.848872840355835
"2756",22,"C",8,1,63,137,0,0,0,0,0,1,3,0,1,0,1,12,85,4,"J",1,70,"B",13,80,150,25,12,0,1,0,0,76,31,385,58,1,9,9,2,0,11,57,18,0,1,0,0,0,0,0,0,0,0,0,48,42,1,823.777796324247,0.624458184133206
"2757",17,"C",0,0,60,90,1,0,0,0,0,0,0,0,0,0,0,12,35,10,"J",1,57,"E",10,70,102,21,12,0,0,0,0,80,37,360,39,1,6,9,3,0,7,52,15,1,0,1,0,0,0,0,0,0,0,0,44,38,0,4504.16775038929,0.398054182131667
"2758",41,"C",5,25,70,140,0,0,0,5,0,2,1,0,1,0,1,12,65,4,"J",1,70,"E",15,70,160,42,12,1,1,0,1,78,24,420,68,1,9,9,3,0,5,45,12,0,0,0,0,0,0,0,0,0,0,0,45,36,1,4892.90264459953,0.466787697745332
"2759",18,"C",0,2,69,115,0,0,0,4,0,1,0,0,2,0,0,12,105,6,"J",1,73,"E",13,60,141,25,11,0,0,0,0,74,28,390,52,1,8,9,3,0,10,65,18,6,0,0,0,0,0,0,0,0,0,2,47,36,1,4894.11704341825,0.762583520414597
"2761",34,"C",0,0,66,130,0,0,2,5,0,0,0,0,1,0,0,12,65,8,"J",1,70,"E",14,70,155,33,12,0,1,0,0,73,26,540,50,1,9,9,3,0,10,52,14,6,0,0,2,0,0,0,0,0,0,2,46,37,1,4490.92783777031,0.896004630800844
"2762",33,"C",0,0,65,143,0,0,0,5,0,0,0,0,1,0,0,12,45,15,"J",1,53,"E",12,60,170,36,12,0,0,1,1,78,30,660,47,0,9,10,2,0,9,65,21,6,0,0,3,0,0,0,0,0,0,2,44,37,1,4491.01343434048,0.913974781051663
"2763",25,"C",10,6,65,120,0,0,0,5,0,0,0,0,1,0,1,16,105,7,"J",1,80,"E",13,70,143,27,12,0,0,0,0,76,29,460,47,1,8,9,3,0,6,55,16,0,0,1,0,0,0,0,0,0,0,1,46,39,1,3351.87654380806,0.914828891673408
"2764",28,"C",10,8,65,130,0,0,0,5,0,0,0,0,1,0,0,16,65,10,"J",1,77,"E",13,80,145,29,12,0,0,0,0,76,32,630,56,0,8,9,2,0,7,49,14,0,0,0,3,0,0,0,0,0,0,1,46,36,1,4894.46835708891,0.975615719729071
"2765",29,"C",0,0,68,135,0,1,2,4,0,0,0,0,1,0,0,17,65,8,"J",1,67,"E",13,70,153,30,14,0,0,0,1,82,32,700,73,0,8,8,3,0,14,51,15,0,0,0,3,0,0,0,0,0,0,3,46,37,1,4491.73705711831,0.999233003834062
"2766",26,"C",0,0,67,130,0,0,0,5,0,0,0,1,1,0,0,14,85,5,"J",1,67,"E",12,70,158,27,16,0,0,0,0,81,32,540,60,1,8,9,3,0,13,45,13,0,0,0,3,0,0,2,0,0,0,3,48,36,1,4894.94377842911,0.964772041793037
"2767",32,"C",20,14,69,120,0,0,0,3,0,0,1,0,1,0,0,9,75,9,"J",1,73,"E",11,70,137,38,12,0,0,0,0,77,21,610,49,1,8,9,2,0,14,55,15,0,0,0,3,0,0,0,0,0,0,1,46,35,1,5258.37237010402,0.971635107481379
"2768",29,"C",0.5,12,63,115,0,0,0,5,0,1,0,0,1,0,0,16,65,6,"J",1,87,"E",10,80,147,30,16,0,1,0,2,70,27,565,84,0,7,10,3,0,7,60,20,0,0,0,3,0,0,0,0,0,0,1,45,35,1,5258.80585388854,0.996261903688474
"2769",23,"C",15,4,65,122,0,0,0,4,0,0,0,0,1,0,0,12,55,10,"J",1,70,"E",10,70,133,26,12,0,0,0,0,78,30,440,64,0,8,9,3,0,11,61,20,0,0,0,0,0,0,0,0,0,0,0,45,38,1,4004.6416256049,0.737951404500282
"2770",30,"C",15,13,68,105,0,0,0,5,0,1,0,0,2,0,0,12,65,8,"J",1,80,"E",12,70,114,31,12,2,3,0,0,7,8,440,46,0,6,9,4,0,12,51,14,4,0,0,4,0,0,0,0,0,0,4,46,32,0,6483.81446064055,0.745861494284008
"2771",21,"C",0,5,66,125,0,0,0,5,0,1,1,1,0,0,0,12,55,8,"J",1,87,"E",10,70,144,28,16,1,1,0,0,73,26,550,61,0,8,9,2,0,5,59,16,4,0,0,2,0,0,0,0,0,0,2,46,36,1,4894.32438399188,0.967076625139128
"2772",29,"C",40,10,67,125,0,0,0,4,0,0,1,0,3,0,0,12,55,8,"J",1,70,"E",12,75,133,33,12,3,3,0,0,73,16,300,51,1,9,10,3,0,8,51,15,7,0,0,0,0,0,0,0,0,0,2,46,35,0,5756.88114661734,0.120456978683625
"2773",33,"C",8,15,66,135,0,0,0,5,0,2,0,0,1,0,1,10,65,7,"J",1,57,"E",11,70,159,32,10,0,0,0,1,79,33,850,67,0,4,8,3,0,9,51,18,8,0,0,0,0,0,0,0,0,0,3,44,36,1,4895.10860719668,0.994006552032444
"2774",23,"C",0,0,63,122,0,0,0,5,0,0,0,1,1,0,0,12,75,7,"J",1,60,"E",13,60,136,26,11,0,0,0,1,80,25,660,97,0,7,8,3,0,11,57,16,0,0,0,0,0,0,0,0,0,0,0,46,36,1,4894.69937726759,0.999892225208258
"2775",23,"C",20,5,69,130,0,0,0,5,0,0,0,0,1,0,0,16,75,7,"J",1,87,"E",11,80,150,28,12,0,0,0,0,89,42,400,53,1,7,8,3,0,7,58,16,5,0,0,3,0,0,0,0,0,0,1,46,37,0,4990.25052227857,0.523696211351508
"2776",33,"C",0,0,68,135,0,0,0,4,0,0,1,1,1,0,0,12,65,9,"J",1,80,"E",14,60,149,35,12,0,0,0,0,82,33,550,87,1,8,2,2,0,13,62,20,7,0,0,3,0,0,0,0,0,0,2,47,36,1,4895.12548532261,0.997919385605762
"2777",18,"C",0,0,62,100,0,0,0,4,0,2,0,0,1,0,0,10,45,15,"J",1,50,"E",12,70,121,21,10,0,0,0,0,80,32,480,46,0,7,10,3,0,10,39,12,0,0,0,3,0,0,0,0,0,0,4,46,36,1,4894.8091395597,0.588923321715193
"2778",20,"C",0,0,63,100,0,1,0,5,0,0,0,0,0,0,0,11,55,10,"J",1,47,"E",12,76,115,20,9,0,0,0,0,76,25,375,46,1,9,10,3,0,6,35,11,0,0,0,2,0,0,0,0,0,0,2,46,35,0,5758.1016059462,0.282277599106779
"2779",16,"C",0,0,64,125,0,0,1,4,0,0,0,0,1,0,0,10,55,7,"J",1,67,"E",13,70,145,21,12,0,0,0,0,75,37,510,49,1,8,9,3,0,12,53,16,0,0,0,0,0,0,0,0,0,0,0,48,36,0,5394.00146181744,0.67266526714061
"2780",22,"C",10,7,64,115,0,0,0,6,0,0,0,0,1,0,1,12,45,10,"J",1,83,"E",13,70,139,25,14,0,2,0,0,77,28,460,59,1,8,9,2,0,15,54,14,0,0,0,0,0,0,0,0,0,0,0,44,37,1,4491.32061064689,0.877936144962376
"2781",18,"C",20,4,66,145,0,0,0,5,0,0,0,0,1,0,0,9,25,7,"J",1,30,"E",13,60,106,22,9,0,0,0,0,79,37,500,58,1,7,10,3,0,9,45,13,0,0,0,0,0,0,0,0,0,0,1,43,37,1,4490.90814456551,0.538690018983617
"2782",25,"C",0,0,65,115,0,0,0,4,0,1,1,0,1,0,1,12,95,4,"J",1,73,"E",13,56,136,25,12,0,0,0,0,79,35,490,52,1,8,8,3,0,11,66,21,6,0,0,2,0,0,0,0,0,0,2,46,36,1,4894.5610675053,0.98225970035096
"2783",30,"C",18,14,64,140,0,0,0,4,0,5,0,0,1,0,0,16,105,7,"J",1,93,"E",12,70,151,28,15,0,0,0,0,80,32,350,61,0,1,5,3,0,13,43,12,1,0,1,5,0,0,0,0,0,0,2,45,34,1,5604.00930662398,0.657836678157517
"2784",30,"C",0,10,61,132,0,0,2,4,0,2,1,0,1,0,0,12,75,12,"J",1,83,"E",11,70,149,36,12,2,1,0,1,66,20,430,56,1,5,7,5,0,9,35,10,7,0,0,0,0,0,0,0,0,0,3,46,37,0,4991.83346731354,0.476562843159987
"2785",27,"C",18,8,68,118,0,0,0,4,0,0,0,0,1,0,0,12,75,8,"J",1,93,"E",13,80,130,26,17,1,0,0,0,77,31,640,51,0,8,8,3,0,10,50,15,0,0,0,0,1,0,0,0,0,0,3,45,37,1,4491.26229267836,0.985169891145001
"2786",31,"C",20,15,64,122,0,0,0,4,0,1,0,0,1,0,0,16,65,6,"J",1,90,"E",14,80,135,30,16,0,0,0,0,82,34,455,22,0,7,7,2,0,7,59,18,0,0,0,0,0,0,0,0,0,0,0,45,37,0,4991.20180934621,0.419780478191396
"2787",23,"C",25,6,67,123,0,0,0,4,0,3,0,2,1,0,1,12,95,5,"J",1,87,"E",13,60,154,27,14,0,0,0,0,79,27,530,68,1,8,9,3,0,6,60,18,0,0,0,0,0,0,0,0,0,0,0,48,37,1,4491.38726593554,0.959670791242753
"2788",34,"C",10,10,66,132,0,0,1,5,0,0,1,0,1,0,0,16,65,8,"J",1,83,"E",15,80,157,39,16,1,1,0,0,78,29,530,69,0,8,8,3,0,11,52,16,0,0,0,0,0,0,0,0,0,0,0,46,36,1,4894.87851773383,0.983133062801606
"2789",30,"C",0,11,60,113,0,0,1,5,0,2,1,2,0,0,0,18,65,7,"J",1,90,"E",12,60,124,31,17,1,0,0,1,71,23,250,39,0,7,9,4,0,4,46,14,0,0,1,0,1,0,0,0,0,0,4,45,34,0,6105.07496028646,0.144937379833654
"2790",28,"C",20,9,62,105,2,0,0,4,0,4,2,0,1,0,0,12,55,10,"J",1,83,"E",13,55,124,29,14,0,1,0,0,83,28,650,53,0,8,9,2,0,3,52,16,0,0,0,0,0,0,0,0,0,0,0,45,37,1,4490.88848348062,0.986404483433507
"2791",22,"C",0,0,66,147,0,0,1,5,0,1,0,0,1,0,0,16,65,10,"L",1,90,"E",14,70,172,23,16,0,0,0,0,73,28,430,33,1,9,9,4,0,11,60,18,5,0,0,2,0,0,0,0,0,0,4,47,36,1,4893.86334828731,0.321729963937176
"2792",31,"C",40,13,65,122,0,0,0,4,0,0,1,0,1,0,0,14,105,7,"J",1,87,"E",13,55,155,34,12,0,3,0,0,76,26,465,54,0,8,9,4,0,14,59,17,6,0,1,1,0,0,0,0,0,0,3,43,38,1,4004.0092957355,0.865588938220628
"2793",29,"C",0,0,58,136,0,0,1,3,0,0,0,0,1,0,0,12,75,8,"J",1,90,"E",12,70,146,31,16,1,0,0,0,81,34,620,72,1,8,9,2,0,15,51,16,5,0,1,2,0,0,0,0,0,0,3,47,36,1,4894.85155083065,0.999379007615562
"2794",22,"C",30,5,68,130,0,0,0,5,0,0,0,1,0,0,0,13,55,6,"L",1,70,"E",15,75,153,29,13,0,0,0,0,79,28,510,72,1,6,9,3,0,12,66,20,0,0,0,0,0,0,0,0,0,0,0,47,36,1,4894.4966591509,0.923792735074579
